Northern Mariana Islands,MNP,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,
Mozambique,MOZ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,63.234
Mauritania,MRT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,67.075
Mauritius,MUS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.72
Malawi,MWI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,66.96
Malaysia,MYS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.267
North America,NAC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.50564721
Namibia,NAM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,66.176
New Caledonia,NCL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.821
Niger,NER,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,63.295
Nigeria,NGA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,52.77
Nicaragua,NIC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.681
Netherlands,NLD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.4
Norway,NOR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.5
Nepal,NPL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,70.719
Nauru,NRU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,
New Zealand,NZL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.6
OECD members,OED,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,82.75853191
Oman,OMN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.898
Other small states,OSS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,70.16130258
Pakistan,PAK,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.959
Panama,PAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.024
Peru,PER,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.293
Philippines,PHL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.556
Palau,PLW,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,
Papua New Guinea,PNG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.123
Poland,POL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.7
Pre-demographic dividend,PRE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,62.03515704
Puerto Rico,PRI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.236
"Korea, Dem. People's Rep.",PRK,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.632
Portugal,PRT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.5
Paraguay,PRY,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.342
West Bank and Gaza,PSE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.137
Pacific island small states,PSS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,71.373787
Post-demographic dividend,PST,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.39070122
French Polynesia,PYF,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85.427
Qatar,QAT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,82.462
Romania,ROU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.2
Russian Federation,RUS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.82
Rwanda,RWA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.266
South Asia,SAS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,71.91581675
Saudi Arabia,SAU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.911
Sudan,SDN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.233
Senegal,SEN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,70.258
Singapore,SGP,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85.5
Solomon Islands,SLB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,71.737
Sierra Leone,SLE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,61.168
El Salvador,SLV,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.488
San Marino,SMR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,
Somalia,SOM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,58.545
Serbia,SRB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.4
Sub-Saharan Africa (excluding high income),SSA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,62.7284294
South Sudan,SSD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,57.35
Sub-Saharan Africa,SSF,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,62.72965827
Small states,SST,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,71.21915062
Sao Tome and Principe,STP,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,71.445
Suriname,SUR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.937
Slovak Republic,SVK,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.8
Slovenia,SVN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.4
Sweden,SWE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.3
Eswatini,SWZ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,63.169
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,
Seychelles,SYC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.4
Syrian Arab Republic,SYR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.168
Turks and Caicos Islands,TCA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.261
Chad,TCD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,54.317
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.69215093
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.16885472
Togo,TGO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,60.646
Thailand,THA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.149
Tajikistan,TJK,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,72.599
Turkmenistan,TKM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,72.192
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.90356624
Timor-Leste,TLS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,69.702
Middle East & North Africa (IDA & IBRD countries),TMN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.57323068
Tonga,TON,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.614
South Asia (IDA & IBRD),TSA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,71.91581675
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,62.72965827
Trinidad and Tobago,TTO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.353
Tunisia,TUN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.323
Turkiye,TUR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.684
Tuvalu,TUV,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.734
Tanzania,TZA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.649
Uganda,UGA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,64.744
Ukraine,UKR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.72
Upper middle income,UMC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.40470591
Uruguay,URY,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.283
United States,USA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.2
Uzbekistan,UZB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.815
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.863
"Venezuela, RB",VEN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.431
British Virgin Islands,VGB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.767
Virgin Islands (U.S.),VIR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,82.9
Vietnam,VNM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.777
Vanuatu,VUT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,72.3
World,WLD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.27323354
Samoa,WSM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.314
Kosovo,XKX,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.028
"Yemen, Rep.",YEM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.601
South Africa,ZAF,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.74
Zambia,ZMB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,64.916
Zimbabwe,ZWE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,63.594
