Turkmenistan,TKM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,65.408
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.69997096
Timor-Leste,TLS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,66.468
Middle East & North Africa (IDA & IBRD countries),TMN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.49153341
Tonga,TON,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.149
South Asia (IDA & IBRD),TSA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.70592846
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.01097907
Trinidad and Tobago,TTO,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.299
Tunisia,TUN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.864
Turkiye,TUR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,74.417
Tuvalu,TUV,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,60.57
Tanzania,TZA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,64.475
Uganda,UGA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,60.587
Ukraine,UKR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,66.69
Upper middle income,UMC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.38860698
Uruguay,URY,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.753
United States,USA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,76.2
Uzbekistan,UZB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.479
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.816
"Venezuela, RB",VEN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,67.832
British Virgin Islands,VGB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.093
Virgin Islands (U.S.),VIR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,76.3
Vietnam,VNM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,69.245
Vanuatu,VUT,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,67.75
World,WLD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.43356028
Samoa,WSM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.211
Kosovo,XKX,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,76.353
"Yemen, Rep.",YEM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,60.901
South Africa,ZAF,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,62.203
Zambia,ZMB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.674
Zimbabwe,ZWE,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,58.968
